0;100
1;25097
2;50094
3;75091
4;100088
5;125085
6;150082
7;175079
8;200076
9;225073
10;250070
11;275067
12;300064
13;325061
14;350058
15;375055
16;400052
17;425049
18;450046
19;475043
20;500040
21;525037
22;550034
23;575031
24;600028
25;625025
26;650022
27;675019
28;700016
29;725013
30;750010
31;775007
32;800004
33;825001
34;849998
35;874995
36;899992
37;924989
38;949986
39;974983
40;999980
